Product_id,Product_name, Daily_Dose, Water, Protein, Fat, SFA, Cholesterol, PUFA, Starch, Carbohydrates, Dietary_Fiber, Organic_Acids, Ash, Sodium, Potassium, Calcium, Magnesium, Phosphorus, Iron, Retinol, Carotene, Retinol_Equivalent, Tocopherol_Equivalent, Thiamine, Riboflavin, Niacin, Niacin_Equivalent, Ascorbic_Acid, Energy_Value, Serving, Categories, Subcategories, Subcategories2, Subcategories3, Subcategories4
565,"Напиток кисломолочный ""Бифидин""",,87,3.4,2.5,1.5,8,5.5,0,5.5,0,0.9,0.7,35,129,108,16,94,0.1,20,10,22,0,0.24,0.2,0.1,0.9,0.7,61,100,Молоко и молочные продукты,"Жирность 1,1 - 3,0 %",Кисломолочные продукты,,
566,Напиток клюквенный,,86.7,0.1,0,0,0,12.4,0,12.4,0.3,0.4,0.1,2,13,5,1,1,0.1,0,0,0,0.1,0,0,0,0,1.2,51,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Напитки плодовые и ягодные негазированные,,
567,Напиток плодово-ягодный,,82.6,2.7,1,0.7,3,12.2,0,12.2,0,0.8,0.7,45,123,109,13,85,0.1,0,0,0,0,0.03,0.13,0.1,0.9,1.6,71,100,Молоко и молочные продукты,Жирность < = 1 %,Кисломолочные продукты,,
568,Напиток яблочный,,86.2,0.1,0.1,0,0,13.1,0.1,13.2,0.2,0.1,0.1,4,30,5,2,1,0.3,0,0,0,0.1,0,0,0,0,1.3,54,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Напитки плодовые и ягодные негазированные,,
569,Настойка горькая «Русский сувенир»,,67.1,0,0,0,0,6.4,0,6.4,0.1,0,0.1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,248,100,Напитки,Алкогольные,Настойки,,
570,Нерка красная,,70.1,20.3,8.4,1.5,60,0,0,0,0,0,1.2,47,390,7,24,210,0.5,50,0,50,1.8,0.2,0.15,5.7,9.5,1,157,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Лососевые,,
571,Нерка натуральная. Консервы,,67.3,19.1,10.5,1.9,75,0,0,0,0,0,2.9,820,380,177,40,285,1.1,40,0,40,2.2,0.02,0.19,5.5,9.1,0,171,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Лососевые,,
572,Облепиха,,83,1.2,5.4,2.2,0,5.7,0,5.7,2,2,0.7,4,193,22,30,9,1.4,0,1500,250,5,0.03,0.05,0.4,0.5,200,82,100,"Фрукты, ягоды и продукты их переработки",Ягоды,Ягоды садовые,,
573,Огурцы (грунтовые),75,95,0.8,0.1,0,0,2.4,0.1,2.5,1,0.1,0.5,8,141,23,14,42,0.6,0,60,10,0.1,0.03,0.04,0.2,0.3,10,14,100,"Овощи, грибы и продукты их переработки",Овощи,Другие овощные культуры,,
574,Огурцы (парниковые),75,96,0.7,0.1,0,0,1.8,0.1,1.9,0.7,0.1,0.5,7,196,17,14,30,0.5,0,20,3,0.1,0.03,0.02,0.2,0.3,7,11,100,"Овощи, грибы и продукты их переработки",Овощи,Другие овощные культуры,,
575,Огурцы соленые,45,92,0.8,0.1,0,0,1.6,0.1,1.7,0.8,0.7,3.9,1111,141,23,14,24,0.6,0,30,5,0.1,0.02,0.02,0.1,0.2,5,13,100,"Овощи, грибы и продукты их переработки",Овощи,Другие овощные культуры,,
576,Окорок тамбовский вареный,,57,14.3,25.6,9.2,54,0,0,0,0,0,3.1,967,336,21,30,225,2.2,0,0,0,0.3,0.52,0.13,2,6.2,0,288,100,Мясо и мясные продукты,Колбасные изделия,Продукты из свинины,,
577,Окрошка мясная на кефире,,90,2.8,1.1,0.5,16,2.8,1.5,4.3,0.3,0.3,1.2,297,132,58,12,55,0.4,0,170,28,0.2,0.03,0.09,0.4,1,5.5,39,100,Мясо и мясные продукты,Кулинарные изделия,Говядина,,
578,Окрошка мясная со сметаной,,88.2,2.1,1.7,0.6,17,4.8,1.5,6.3,0.2,0.3,1.2,293,95,19,7,26,0.4,10,180,40,0.2,0.04,0.07,0.8,1.2,5,52,100,Мясо и мясные продукты,Кулинарные изделия,Говядина,,
579,Окрошка овощная,,89.7,0.9,0.8,0.4,2,4.6,2.2,6.8,0.5,0.3,1,233,109,18,7,21,0.4,10,160,37,0.1,0.14,0.06,0.5,0.8,5.6,39,100,"Овощи, грибы и продукты их переработки",Овощи,Картофель,,
580,Окунь горячего копчения,,64.8,23.5,8,1.6,145,0,0,0,0,0,3.7,877,324,150,66,215,0.6,20,0,20,1,0.05,0.12,1.6,5.7,0,166,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Окуневые,,
581,Окунь жареный,,61.4,20.6,9.1,1.5,63,0,4,4,0.3,0,4.6,1367,313,127,61,227,1.1,43,0,43,3.2,0.11,0.12,1.7,5.3,1.1,180,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Окуневые,,
582,Окунь запеченный,,76.9,6.8,4.7,1.9,23,0.4,8,8.4,0.8,0,2.4,567,335,47,41,116,1.2,25,10,27,0.3,0.07,0.09,1.3,2,3.1,103,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Окуневые,,
583,Окунь морской,,77.1,18.2,3.3,0.7,60,0,0,0,0,0,1.4,75,300,120,60,220,0.9,40,0,40,0.8,0.11,0.12,1.6,4.8,1.4,103,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Окуневые,,
584,Окунь морской отварной,,74.3,19.9,3.6,0.8,60,0,0,0,0,0,2.2,524,172,64,23,156,0.9,30,0,30,0.8,0.08,0.1,1.4,4.9,0.7,112,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Окуневые,,
585,Окунь морской тушеный,,74.9,10.9,6.6,0.9,33,4,0.2,4.2,0.8,0.1,2.5,732,280,92,43,154,1,15,2150,373,2.6,0.13,0.08,0.9,3,3.8,120,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Окуневые,,
586,Окунь припущенный,,73.7,19.5,3.5,0.7,63,0,0,0,0,0,3.3,773,251,95,47,169,1.2,20,0,20,0.8,0.09,0.1,1.6,4.9,1.1,109,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Окуневые,,
587,Окунь речной,,79.2,18.5,0.9,0.2,40,0,0,0,0,0,1.4,80,280,50,30,210,0.7,10,0,10,0.4,0.06,0.17,1.8,5,1.5,82,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Окуневые,,
588,Окунь фаршированный,,71.1,14.9,6.1,1.6,80,2.3,1.6,3.9,0.3,0,3.7,1064,225,94,44,167,1.2,30,0,30,1.4,0.08,0.08,1.1,3.9,0.6,130,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Окуневые,,
589,Оладьи из печени,,53.7,17.5,14.2,6.1,232,0.2,7.6,11.7,0.6,0,2.3,492,247,14,20,274,5.7,7770,840,7910,1.9,0.27,1.95,8.3,12.1,8.1,230,100,Мясо и мясные продукты,Кулинарные изделия,Говяжьи субпродукты,,
590,Оладьи из тыквы,,65.6,4,7,1.9,43,8.1,11.7,19.8,2.2,0.1,1.3,274,189,42,15,56,0.7,20,1140,210,2,0.07,0.1,0.6,1.4,3.2,158,100,"Овощи, грибы и продукты их переработки",Овощи,Другие овощные культуры,,
591,Оладьи,,50.7,6.5,6.6,2.5,16,5.4,26.2,31.6,2.5,0.3,1.8,446,173,23,33,125,1.3,20,10,22,2.4,0.15,0.1,1.4,2.3,0,213,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Кулинарные изделия из муки 1 сорта,
592,Оленина 1 кат.,,71,19.5,8.5,3.7,70,0,0,0,0,0,1,77,305,10,21,194,2.7,10,0,10,0.3,0.3,0.68,5.5,8.8,0,155,100,Мясо и мясные продукты,Мясо,,,
593,Оливки (мякоть),,50,1.6,23.7,3.7,0,,,19,4,0.2,1.5,350,95,70,25,20,1.6,0,200,33,5,,,0.1,0.2,0,296,100,"Бобовые, орехи",Семена масличных ???,,,
594,Оливки. Консервы,,69.6,1.8,16.3,2.5,0,5.2,0,5.2,2.2,0.2,4.7,2250,91,61,22,17,1,0,150,25,3.4,0,0,0.1,0.2,0,175,100,"Бобовые, орехи",Семена масличных ???,,,
595,Омлет из яичного порошка,,69.5,10.3,17,4.8,454,1.6,0,1.6,0,0,1.6,504,118,54,11,193,2.1,210,80,223,0.47,0.05,0.39,0.3,3.1,0,200,100,Яйцепродукты,Меланж,,,
596,Опята,15,90,2.2,1.2,0.2,0,0.5,0,0.5,5.1,0,1,5,400,5,20,45,0.8,0,0,0,0.1,0.02,0.38,10.3,10.7,11,22,100,"Овощи, грибы и продукты их переработки",Грибы,,,
597,Осетр в томатном соусе. Консервы,,67.2,14.4,11.8,2.3,68,2.3,1,3.3,0.6,0.4,2.3,748,169,39,30,141,0.7,51,310,103,2.8,0.03,0.11,1.5,4.9,0,164,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Осетровые,,
598,Осетр жаренный во фритюре,,47.9,16,17.4,4.1,95,0.1,13.1,13.2,0.8,0,4.7,1435,247,60,64,239,1.4,54,0,54,3.9,0.08,0.1,1.7,5.4,0,273,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Осетровые,,
599,Осетр каспийский,,71.4,16.4,10.9,2.4,80,0,0,0,0,0,1.3,100,280,50,75,270,0.7,60,0,60,2.1,0.05,0.13,1.7,5.6,1.1,164,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Осетровые,,
600,Осетр отварной,,68.2,17.7,12,2.6,88,0,0,0,0,0,2.1,556,160,34,29,198,0.7,50,0,50,2.4,0.04,0.08,1.4,5.8,0,179,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Осетровые,,
601,Осетр припущенный,,67.2,17.8,11.9,2.6,85,0,0,0,0,0,3.1,787,240,52,60,221,0.8,60,0,60,2.4,0.04,0.08,1.6,5.8,0,179,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Осетровые,,
602,Осетровая зернистая икра,,56.5,28.4,9.3,1.7,300,0,0,0.6,0,0,5.2,1620,70,40,35,460,2.2,180,0,180,3.2,0.3,0.36,1.5,6.7,1.7,200,100,Рыба. Нерыбные объекты промысла и продукты из них,Икра. Соленая продукция,,,
603,Осетровая паюсная икра,,39.5,38.2,14.5,2.6,460,0,0,1.5,0,0,6.3,2022,75,50,37,594,3.4,150,0,150,3.5,0.35,0.4,2.2,9.2,0.9,289,100,Рыба. Нерыбные объекты промысла и продукты из них,Икра. Соленая продукция,,,
604,Отруби пшеничные,,15,16,3.8,0.8,0,5,11.6,16.6,43.6,0,5,8,1260,150,448,950,14,0,0,0,10.4,0.75,0.26,10.5,13.5,0,165,100,Вспомогательные пищевые продукты и улучшители вкуса,Вспомогательные пищевые продукты,,,
605,Охотничьи колбаски,,30,25.3,40,15.4,60,0.1,0.2,0.3,0.1,0,4.3,1468,316,27,25,217,2.6,0,0,0,0.6,0.23,0.13,3.2,8.8,0,463,100,Мясо и мясные продукты,Колбасные изделия,Полукопченые колбасы,,
606,Палтус белокорый,,76.9,18.9,3,0.6,80,0,0,0,0,0,1.2,55,450,30,60,220,0.7,100,0,100,0.6,0.05,0.11,2,5.6,0.2,103,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Камбаловые,,
607,Пампушки с чесноком,,25.2,8.6,3.3,0.3,14,6.3,52.5,58.8,3.5,0,0.6,6,154,21,37,103,1.8,0,10,2,2.3,0.18,0.08,1.9,3.6,0,299,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Кулинарные изделия из муки 1 сорта,
608,"Паста ацидофильная 4,0 % жирности",,68.1,5.5,4,2.4,12,20.5,0,20.5,0,1,0.9,62,146,137,22,103,0.1,20,10,22,0.1,0.05,0.2,0.2,1.3,0.5,143,100,Молоко и молочные продукты,"Жирность 3,1 - 10,0 %",Творожные изделия,,
609,"Паста ацидофильная сладкая 8,0 % жирности",,58,6.6,8,5,22,25.5,0,25.5,0,1,0.9,62,141,126,22,100,0.1,40,20,43,0.2,0.05,0.27,0.2,1.3,0.5,203,100,Молоко и молочные продукты,"Жирность 3,1 - 10,0 %",Творожные изделия,,
610,"Паста ацидофильная, сладкая, нежирная",,78.8,5.5,0.2,0.1,0,13.5,0,13.5,0,1,0.9,62,151,147,22,110,0.1,0,0,0,0,0.05,0.2,0.2,1.1,0.5,81,100,Молоко и молочные продукты,Жирность < = 1 %,Творожные изделия,,
611,Паста молочная белковая,,84.9,11,0.2,0.1,0,2,0,2,0,1,0.9,41,112,146,23,170,0.1,0,0,0,0,0.04,0.2,0.4,2.2,0.2,57,100,Молоко и молочные продукты,Жирность < = 1 %,Творожные изделия,,
612,Пастернак (корень),,83,1.4,0.5,0.1,0,5.2,4,9.2,4.5,0.1,1.3,4,529,27,22,53,0.6,0,20,3,0.8,0.08,0.09,0.9,1.2,20,47,100,"Овощи, грибы и продукты их переработки",Овощи,Корнеплоды,,
613,Пастила,25,18,0.5,0,0,0,76.4,3.6,80,0.8,0.5,0.2,16,55,21,7,11,1.6,0,0,0,0,0,0.01,0.1,0.2,0,324,100,Кондитерские изделия,,,,
614,"Пастила, глазированная шоколадом",,11.4,1.9,12,8.5,0,67,3.9,70.9,2.6,0.8,0.4,12,150,25,41,54,3.2,0,0,0,0.2,0.01,0.02,0.3,0.7,0,402,100,Кондитерские изделия,Пастила и зефир,,,
615,Патока кукурузная,,21,0,0.3,0,0,43.3,35,78.3,0,0,0.4,80,29,25,13,48,1.2,0,0,0,0,0,0,0,0,0,316,100,Кондитерские изделия,Кондитерское сырье,,,
616,"Пахта ""Идеал"" пастеризованная",,90.2,3.3,1,0.7,3,4.7,0,4.7,0,0.1,0.7,30,50,120,18,88,0.1,0,0,0,0,0.03,0.15,0.1,1,0.3,41,100,Молоко и молочные продукты,Жирность < = 1 %,Молоко,,
617,"Пахта ""Идеал"" сквашенная",,90.2,3.3,1,0.7,3,3.8,0,3.8,0,1,0.7,30,50,120,18,88,0.1,0,0,0,0,0.03,0.15,0.1,1,0.3,40,100,Молоко и молочные продукты,Жирность < = 1 %,Кисломолочные продукты,,
618,Паштет из печени,,61.1,18.1,11.1,3.9,272,1.4,0,7,0.5,0,2.2,290,252,25,22,345,7.5,7450,1790,7748,1.2,1.04,2.06,9.5,12.8,1.9,177,100,Мясо и мясные продукты,Кулинарные изделия,Говяжьи субпродукты,,
619,Паштет мясной (говяжий),,58.1,16.1,23.3,9.7,62,0.4,0,0.4,0.3,0,1.8,446,307,14,20,188,2.5,0,0,0,0.5,0.03,0.09,2.9,5,0,275,100,Мясо и мясные продукты,Консервы,,,
620,Паштет печеночный,,54.7,11.6,28.1,16,406,0.4,0,3.4,0.2,0,2,539,170,11,14,244,6.3,3515,531,3603,0.8,0.14,1.1,5,7.4,0,301,100,Мясо и мясные продукты,Консервы,,,
621,"Пектин (*в т. ч. РПВ – 69,9)",,10,3.5,0,0,0,9.3,0,9.3,75.5,0.2,1.5,426,108,40,14,25,1.9,0,0,0,0,0,0,0,0.5,0,52,100,Кондитерские изделия,Кондитерское сырье,,,
622,Пеламида,,62.4,22.4,14.2,3.3,80,0,0,0,0,0,1,70,300,20,35,220,1.5,20,0,20,1.3,0.27,0.13,8.1,12.6,0.9,217,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Другие виды рыб,,
623,Пельмени жареные,,49.8,11,22.5,7.3,63,0.6,13.5,14.1,1,0,1.6,631,99,18,10,82,1.1,0,0,0,2.7,0.18,0.08,2.1,4.1,0,303,100,Мясо и мясные продукты,Кулинарные изделия,Мучные изделия,,
624,Пельмени отварные,,60,9.9,13.9,5,55,0.5,13,13.5,1,0,1.7,551,131,17,13,78,0.9,0,0,0,0.6,0.17,0.08,1.7,3.6,0,219,100,Мясо и мясные продукты,Кулинарные изделия,Мучные изделия,,
625,Перец сладкий,,91,1.3,0.1,0,0,4.8,0.1,4.9,1.9,0.1,0.6,2,163,8,7,16,0.5,0,1500,250,0.7,0.08,0.09,0.8,1,200,26,100,"Овощи, грибы и продукты их переработки",Овощи,Другие овощные культуры,,
626,"Перец, фаршированный овощами",,79.3,1.5,5.9,0.7,0,9.9,0.2,10.1,1.7,0.2,1.3,11,311,20,18,41,1.9,0,3620,603,3.3,0.04,0.07,0.7,0.9,50.9,100,100,"Овощи, грибы и продукты их переработки",Овощи,Другие овощные культуры,,
627,Персик,,86.1,0.9,0.1,0,0,8.3,1.2,9.5,2.1,0.7,0.6,30,363,20,16,34,0.6,0,500,83,1.1,0.04,0.08,0.7,0.8,10,45,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты косточковые,,
628,Персик сушеный,25,18,3,0.4,0.1,0,52.2,5.5,57.7,14.9,2.5,3.5,141,2043,115,92,192,3,0,1000,167,5.5,0.03,0.15,2.1,2.6,5,254,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты косточковые,,
629,Персиковый сок,,82,0.3,0,0,0,15.9,0.6,16.5,0.5,0.4,0.3,6,152,5,12,15,0.2,0,300,50,0.8,0.02,0.04,0.6,0.6,6,68,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Соки фруктовые. Консервы,,
630,Петрушка,,85,3.7,0.4,0.1,0,6.4,1.2,7.6,2.1,0.1,1.1,34,800,245,85,95,1.9,0,5700,950,1.8,0.05,0.05,0.7,1.6,150,49,100,"Овощи, грибы и продукты их переработки",Овощи,Листовые,,
631,Петрушка (корень),,83,1.5,0.6,0.2,0,6.1,4,10.1,3.2,0.1,1.5,8,342,57,22,73,0.7,0,10,2,0.1,0.08,0.1,1,1.3,35,51,100,"Овощи, грибы и продукты их переработки",Овощи,Корнеплоды,,
632,Печень говяжья,,71.7,17.9,3.7,1.3,270,0,0,5.3,0,0,1.4,104,277,9,18,314,6.9,8200,1000,8367,0.9,0.3,2.19,9,13,33,127,100,Мясо и мясные продукты,Субпродукты,Говяжьи,,
633,Печень жареная,,54.3,22.8,10.2,4.7,234,0.1,6,9.4,0.3,0,3,606,264,18,22,424,9.2,9500,1220,9703,1.5,0.32,2.6,11.5,16.6,14,208,100,Мясо и мясные продукты,Кулинарные изделия,Говяжьи субпродукты,,
634,Печень трески. Консервы,,26.4,4.2,65.7,10.6,250,1.2,0,1.2,0,0.2,2.3,720,110,35,50,230,1.9,4400,0,4400,8.8,0.05,0.41,1.8,2.7,3.4,613,100,Рыба. Нерыбные объекты промысла и продукты из них,Печень рыб,,,
635,Печень тушенная в соусе говяжья,,65.6,13.5,9.2,4.6,185,1.3,4,8.6,0.6,0.1,2.4,564,234,30,17,239,5,5240,700,5357,1,0.19,1.41,6.2,9.1,12.7,159,100,Мясо и мясные продукты,Кулинарные изделия,Говяжьи субпродукты,,
636,Печенье затяжное,,7,7.7,9.1,1.9,0,18.3,52.6,70.9,4.3,0,1,430,128,22,32,85,1.6,0,0,0,3.6,0.14,0.05,1.5,2.9,0,396,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Хлебобулочные изделия из муки высшего сорта,
637,Печенье миндальное,,5,7.6,13.6,1.2,0,60.1,7.3,67.4,5.3,0,1.1,53,244,76,64,130,1.4,2,18,5,7.9,0.06,0.29,1.1,1.7,0,422,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Хлебобулочные изделия из муки высшего сорта,
638,Печенье сахарное,,5,7.4,9.4,2.2,13,25.8,47.3,73.1,3.9,0,1.2,350,126,26,30,84,1.4,0,0,0,3.7,0.13,0.06,1.4,2.7,0,407,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Хлебобулочные изделия из муки высшего сорта,
639,Печенье сдобное,,6,6.4,16.8,9.8,70,34.1,34.4,68.5,1.8,0,0.5,98,85,23,10,65,0.8,120,72,132,1,0.1,0.07,0.6,1.7,0,451,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Хлебобулочные изделия из муки высшего сорта,
640,"Пиво светлое, с долей сухих веществ в исходном сусле 11%",,91,0.3,0,0,0,,,4.6,,0.1,0.1,15,40,9,8,12,0.1,0,0,0,0,0.01,0.05,0.7,0.8,0,42,100,Напитки,Алкогольные,Пиво,,
641,"Пиво светлое, с долей сухих веществ в исходном сусле 20%",,85,0.4,0,0,0,,,7.6,,0.2,0.2,30,80,18,16,18,0.1,0,0,0,0,0.01,0.05,0.7,0.9,0,75,100,Напитки,Алкогольные,Пиво,,
642,"Пиво темное, с долей сухих веществ в исходном сусле 13%",,90,0.3,0,0,0,,,5.7,,0.2,0.2,20,60,13,12,18,0.1,0,0,0,0,0.01,0.05,0.7,0.8,0,48,100,Напитки,Алкогольные,Пиво,,
643,"Пиво темное, с долей сухих веществ в исходном сусле 20%",,85,0.4,0,0,0,,,8.7,,0.2,0.3,40,100,25,20,20,0.1,0,0,0,0,0.01,0.05,0.7,0.9,0,74,100,Напитки,Алкогольные,Пиво,,
644,Пикша,,81.1,17.2,0.5,0.1,40,0,0,0,0,0,1.2,60,300,20,35,180,0.7,10,0,10,0.3,0.09,0.15,3,6,0.8,73,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тресковые,,
645,Пирожки жареные с капустой,,51.6,5,10.5,2.3,24,4.4,24.4,28.8,2.4,0.1,1.6,389,144,35,24,64,1.1,0,20,3,1.7,0.09,0.05,1.3,1.7,3.8,230,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Кулинарные изделия из муки 1 сорта,
646,Пирожки картофельные с морковью,,70.4,2.4,4.2,0.9,0,2.3,16.6,18.9,1.8,0.3,2,364,497,21,26,62,0.8,0,1720,287,1.4,0.1,0.06,1.2,1.6,4.1,124,100,"Овощи, грибы и продукты их переработки",Овощи,Картофель,,
647,Пирожки печеные простые,,42.7,12.7,7.3,2.1,20,3.6,29.6,33.2,2.2,0.3,1.6,375,190,21,31,109,1.4,0,10,2,1.6,0.12,0.11,2.8,5.4,0,250,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Кулинарные изделия из муки 1 сорта,
648,Пирожки печеные с мясным фаршем и луком,,42,12.2,5.7,1.8,28,3.6,31.9,35.5,3,0,1.6,375,190,21,31,109,1.4,0,10,2,1.6,0.12,0.11,2.8,5.4,0,245,100,Мясо и мясные продукты,Кулинарные изделия,Мучные изделия,,
649,Пирожное бисквитное с белковым кремом,,24.1,4.4,7.3,3.8,125,56,7.1,63.1,0.4,0.1,0.6,45,73,22,6,55,0.2,65,20,69,0.3,0.02,0.09,0.2,0.9,0,336,100,Кондитерские изделия,Мучные кондитерские изделия,Торты и пирожные,,
650,Пирожное вафельное молочное,,1.1,4.8,36.7,12,10,42,13.3,55.3,1,0.2,0.9,109,158,106,19,111,0.8,23,11,29,0.4,0.06,0.13,0.3,1.8,0,572,100,Кондитерские изделия,Мучные кондитерские изделия,Торты и пирожные,,
651,Пирожное воздушное с кремом,,15.8,2.6,20.8,12.4,68,60.5,0,60.5,0,0,0.3,44,55,25,4,29,0.4,117,77,129,0.3,0.01,0.14,0.1,0.5,0,440,100,Кондитерские изделия,Мучные кондитерские изделия,Торты и пирожные,,
652,Пирожное заварное с кремом (трубочка),,21.3,4.4,24.5,13,180,41.1,7.7,48.8,0.4,0,0.6,98,68,34,6,69,1.1,160,91,174,0.6,0.03,0.13,0.2,1.2,0,433,100,Кондитерские изделия,Мучные кондитерские изделия,Торты и пирожные,,
653,Пирожное крошковое,,25.9,5.9,19.4,10,211,35.9,11.6,47.5,0.8,0,0.5,49,97,38,12,94,1.3,143,73,155,0.6,0.04,0.16,0.3,1.6,0,388,100,Кондитерские изделия,Мучные кондитерские изделия,Торты и пирожные,,
654,Пирожное миндальное,,8,8.5,16.2,2.4,0,54.1,9.1,63.2,2.1,0,2,49,272,86,73,155,1.5,0,0,0,9,0.08,0.16,0.7,1.8,0,433,100,Кондитерские изделия,Мучные кондитерские изделия,Торты и пирожные,,
655,Пирожное песочное с кремом,,12.4,5.1,28.2,18,105,26.8,25.3,52.1,1.5,0.7,0.5,79,156,30,11,62,1.4,165,115,182,0.9,0.09,0.08,0.6,4.6,0,485,100,Кондитерские изделия,Мучные кондитерские изделия,Торты и пирожные,,
656,Пирожное слоеное с белковым кремом,,14.8,6.1,26,15.5,74,19.6,31,50.6,1.5,0,1,172,81,16,9,54,0.8,143,96,158,1,0.06,0.11,0.6,1.4,0,461,100,Кондитерские изделия,Мучные кондитерские изделия,Торты и пирожные,,
657,Пластинки из цельно-молотой пшеницы,,3.5,12.7,2.4,0.5,0,4,62.7,67.3,11.4,0,2.7,440,440,27,218,378,4.4,0,12,2,3.1,0.36,0.1,5.7,8.2,0,342,100,Зерно и продукты его переработки,Хлебобулочные комбинированные изделия,На основе пшеницы,,
658,Плитки кондитерские,,1.2,7.8,34.6,17.2,0,47,1.1,48.1,5.8,0.7,1.8,125,362,129,84,200,3.8,0,0,0,6.7,0.03,0.17,0.4,1.9,0,537,100,Кондитерские изделия,Шоколад  и какао-порошок,Шоколад с добавлениями,,
659,Плитки кондитерские сладкие,,0.8,6.2,34.2,13.2,0,51.5,3,54.5,2.7,0.4,1.2,56,239,128,47,153,1.9,0,0,0,4.3,0.03,0.18,0.3,1.4,0,552,100,Кондитерские изделия,Шоколад  и какао-порошок,Шоколад с добавлениями,,
660,Повидло морковное,25,31,0.5,0.4,0.2,0,65.5,0.3,65.8,1.1,0.7,0.5,32,93,24,20,99,1.6,0,3970,662,0.2,0.05,0.04,0.1,0.2,0.3,282,100,Кондитерские изделия,Кондитерское сырье,,,
661,Повидло яблочное,,32.9,0.4,0,0,0,65,0,65,1,0.3,0.4,1,129,14,7,9,1.3,0,0,0,0,0.01,0.02,0.1,0.2,0.5,250,100,"Фрукты, ягоды и продукты их переработки","Варенье, джем, повидло (консервы)",,,
662,Подберезовики,15,90.1,2.1,0.8,0.1,0,1.2,0,1.2,5.1,0,0.7,3,443,6,15,171,0.3,0,0,0,0.1,0.07,0.22,6.3,6.7,6,20,100,"Овощи, грибы и продукты их переработки",Грибы,,,
663,Подварка апельсиновая,,31,0.4,0.1,0,0,66.3,0,66.3,1.5,0.5,0.2,6,22,33,16,9,0.6,0,10,2,0.1,0.02,0.01,0.1,0.2,4.4,268,100,Кондитерские изделия,Кондитерское сырье,,,
664,Подварка кабачковая,,31,0.2,0.1,0,0,67.2,0,67.2,0.5,0.5,0.5,3,90,14,5,20,1.5,0,10,2,0.2,0.01,0.02,0.3,0.4,1.5,272,100,Кондитерские изделия,Кондитерское сырье,,,
665,Подварка морковная,,31,0.5,0.4,0.2,0,65.5,0.3,65.8,1.1,0.7,0.5,32,93,24,20,99,1.6,0,3970,662,0.2,0.03,0.04,0.5,0.6,0.4,271,100,Кондитерские изделия,Кондитерское сырье,,,
666,Подварка свекольная,,31,0.5,0.1,0,0,65.8,0.1,65.9,1.3,0.7,0.5,99,110,35,15,50,2,0,5,1,0.2,0.01,0.02,0.1,0.2,2,269,100,Кондитерские изделия,Кондитерское сырье,,,
667,Поджарка свиная,,26.3,15.7,49.3,19.4,93,4,0.2,4.2,0.1,0.2,4.2,1121,339,31,26,186,2.2,0,150,25,0.8,0.83,0.13,2.6,6,2.1,524,100,Мясо и мясные продукты,Кулинарные изделия,Свинина,,
668,Поджарка из баранины,,51.6,24.9,13.6,10.1,92,3.9,0.1,4,1,0.2,4.7,1173,492,31,32,261,3,0,220,37,0.8,0.11,0.22,6.2,11,2.1,237,100,Мясо и мясные продукты,Кулинарные изделия,Баранина,,
669,Подосиновики,15,88.1,3.3,0.5,0.1,0,1.2,0,1.2,6,0,0.9,6,404,3,16,70,0.3,0,0,0,0.1,0.02,0.45,9,9.8,6,22,100,"Овощи, грибы и продукты их переработки",Грибы,,,
